序列(Payload),序列位置,序列长度,来源reads编号及方向,Witness值,Witness阈值
null,807,8124,+8;,330,390
null,808,8123,+8;,332,390
null,808,8122,+8;,329,390
null,808,8124,+8;,331,390
null,809,8123,+8;,332,390
null,809,8122,+8;,333,390
null,809,8124,+8;,336,390
null,810,8123,+8;,337,390
null,810,8122,+8;,333,390
null,810,8124,+8;,335,390
null,811,8123,+8;,332,390
null,811,8122,+8;,336,390
null,811,8124,+8;,328,390
null,812,8123,+8;,329,390
null,812,8122,+8;,333,390
null,812,8124,+8;,329,390
null,813,8123,+8;,332,390
null,813,8122,+8;,332,390
null,813,8124,+8;,330,390
null,814,8123,+8;,325,390
null,814,8122,+8;,327,390
null,814,8124,+8;,327,390
null,815,8123,+8;,322,390
null,815,8122,+8;,322,390
null,815,8124,+8;,324,390
null,816,8123,+8;,327,390
null,816,8122,+8;,325,390
null,816,8124,+8;,325,390
null,817,8123,+8;,322,390
null,817,8122,+8;,324,390
null,817,8124,+8;,322,390
null,818,8123,+8;,325,390
null,818,8122,+8;,326,390
null,818,8124,+8;,326,390
null,819,8123,+8;,328,390
null,819,8122,+8;,327,390
null,819,8124,+8;,331,390
null,820,8123,+8;,334,390
null,820,8122,+8;,331,390
null,820,8124,+8;,332,390
null,821,8123,+8;,336,390
null,821,8122,+8;,338,390
null,821,8124,+8;,338,390
null,822,8123,+8;,334,390
null,822,8122,+8;,333,390
null,822,8124,+8;,336,390
null,823,8123,+8;,341,390
null,823,8122,+8;,339,390
null,823,8124,+8;,340,390
null,824,8123,+8;,342,390
null,824,8122,+8;,343,390
null,824,8124,+8;,342,390
null,825,8123,+8;,342,390
null,825,8122,+8;,342,390
null,825,8124,+8;,347,390
null,826,8123,+8;,351,390
null,826,8122,+8;,346,390
null,826,8124,+8;,348,390
null,827,8123,+8;,344,390
null,827,8122,+8;,347,390
null,827,8124,+8;,343,390
null,828,8123,+8;,343,390
null,828,8122,+8;,343,390
null,828,8124,+8;,347,390
null,829,8123,+8;,340,390
null,829,8122,+8;,336,390
null,829,8124,+8;,334,390
null,830,8123,+8;,339,390
null,830,8122,+8;,345,390
null,830,8124,+8;,337,390
null,831,8123,+8;,338,390
null,831,8122,+8;,340,390
null,831,8124,+8;,337,390
null,832,8123,+8;,335,390
null,832,8122,+8;,337,390
null,832,8124,+8;,330,390
null,833,8123,+8;,330,390
null,833,8122,+8;,335,390
null,833,8124,+8;,333,390
null,834,8123,+8;,329,390
null,834,8122,+8;,326,390
null,834,8124,+8;,326,390
null,835,8123,+8;,330,390
null,835,8122,+8;,333,390
null,835,8124,+8;,332,390
null,836,8123,+8;,333,390
null,836,8122,+8;,333,390
null,836,8124,+8;,338,390
null,837,8123,+8;,336,390
null,837,8122,+8;,331,390
null,837,8124,+8;,341,390
null,838,8123,+8;,339,390
null,838,8122,+8;,333,390
null,838,8124,+8;,334,390
null,839,8123,+8;,333,390
null,839,8122,+8;,338,390
null,839,8124,+8;,339,390
null,840,8123,+8;,342,390
null,840,8122,+8;,336,390
null,840,8124,+8;,344,390
null,841,8123,+8;,348,390
null,841,8122,+8;,346,390
null,841,8124,+8;,345,390
null,842,8123,+8;,341,390
null,842,8122,+8;,344,390
null,842,8124,+8;,341,390
null,843,8123,+8;,344,390
null,843,8122,+8;,344,390
null,843,8124,+8;,349,390
null,844,8123,+8;,347,390
null,844,8122,+8;,343,390
null,844,8124,+8;,354,390
null,845,8123,+8;,354,390
null,845,8122,+8;,347,390
null,845,8124,+8;,351,390
null,846,8123,+8;,349,390
null,846,8122,+8;,351,390
null,846,8124,+8;,348,390
null,847,8123,+8;,343,390
null,847,8122,+8;,342,390
null,847,8124,+8;,338,390
null,848,8123,+8;,337,390
null,848,8122,+8;,342,390
null,848,8124,+8;,336,390
null,849,8123,+8;,341,390
null,849,8122,+8;,343,390
null,849,8124,+8;,337,390
null,850,8123,+8;,334,390
null,850,8122,+8;,336,390
null,850,8124,+8;,334,390
null,851,8123,+8;,330,390
null,851,8122,+8;,330,390
null,851,8124,+8;,327,390
null,852,8123,+8;,331,390
null,852,8122,+8;,334,390
null,852,8124,+8;,330,390
null,853,8123,+8;,338,390
null,853,8122,+8;,339,390
null,853,8124,+8;,340,390
null,854,8123,+8;,341,390
null,854,8122,+8;,339,390
null,854,8124,+8;,339,390
null,855,8123,+8;,338,390
null,855,8122,+8;,340,390
null,855,8124,+8;,337,390
null,856,8123,+8;,333,390
null,856,8122,+8;,337,390
null,856,8124,+8;,332,390
null,857,8123,+8;,333,390
null,857,8122,+8;,334,390
null,857,8124,+8;,337,390
null,858,8123,+8;,336,390
null,858,8122,+8;,332,390
null,858,8124,+8;,335,390
null,859,8123,+8;,335,390
null,859,8122,+8;,336,390
null,859,8124,+8;,329,390
null,860,8123,+8;,328,390
null,860,8122,+8;,334,390
null,860,8124,+8;,332,390
null,861,8123,+8;,334,390
null,861,8122,+8;,330,390
null,861,8124,+8;,328,390
null,862,8123,+8;,330,390
null,862,8122,+8;,334,390
null,862,8124,+8;,333,390
null,863,8123,+8;,332,390
null,863,8122,+8;,329,390
null,863,8124,+8;,333,390
null,864,8123,+8;,331,390
null,864,8122,+8;,330,390
null,864,8124,+8;,328,390
null,865,8123,+8;,327,390
null,865,8122,+8;,332,390
null,865,8124,+8;,332,390
null,866,8123,+8;,329,390
null,866,8122,+8;,324,390
null,866,8124,+8;,332,390
null,867,8123,+8;,335,390
null,867,8122,+8;,332,390
null,867,8124,+8;,336,390
null,868,8123,+8;,333,390
null,868,8122,+8;,332,390
null,868,8124,+8;,333,390
null,869,8123,+8;,333,390
null,869,8122,+8;,333,390
null,869,8124,+8;,328,390
null,870,8123,+8;,325,390
null,870,8122,+8;,329,390
null,870,8124,+8;,322,390
null,871,8123,+8;,323,390
null,871,8122,+8;,326,390
null,871,8124,+8;,330,390
null,872,8123,+8;,336,390
null,872,8122,+8;,331,390
null,872,8124,+8;,340,390
null,873,8123,+8;,339,390
null,873,8122,+8;,335,390
null,873,8124,+8;,336,390
null,874,8123,+8;,332,390
null,874,8122,+8;,334,390
null,874,8124,+8;,339,390
null,875,8123,+8;,339,390
null,875,8122,+8;,332,390
null,875,8124,+8;,341,390
null,876,8123,+8;,342,390
null,876,8122,+8;,341,390
null,876,8124,+8;,342,390
null,877,8123,+8;,338,390
null,877,8122,+8;,339,390
null,877,8124,+8;,336,390
null,878,8123,+8;,340,390
null,878,8122,+8;,342,390
null,878,8124,+8;,343,390
null,879,8123,+8;,352,390
null,879,8122,+8;,349,390
null,879,8124,+8;,348,390
null,880,8123,+8;,344,390
null,880,8122,+8;,349,390
null,880,8124,+8;,347,390
null,881,8123,+8;,346,390
null,881,8122,+8;,343,390
null,881,8124,+8;,346,390
null,882,8123,+8;,349,390
null,882,8122,+8;,348,390
null,882,8124,+8;,350,390
null,883,8123,+8;,352,390
null,883,8122,+8;,351,390
null,883,8124,+8;,354,390
null,884,8123,+8;,355,390
null,884,8122,+8;,353,390
null,884,8124,+8;,349,390
null,885,8123,+8;,348,390
null,885,8122,+8;,354,390
null,885,8124,+8;,347,390
null,886,8123,+8;,348,390
null,886,8122,+8;,349,390
null,886,8124,+8;,345,390
null,887,8123,+8;,344,390
null,887,8122,+8;,347,390
null,887,8124,+8;,342,390
null,888,8123,+8;,346,390
null,888,8122,+8;,346,390
null,888,8124,+8;,344,390
null,889,8123,+8;,344,390
null,889,8122,+8;,346,390
null,889,8124,+8;,348,390
null,890,8123,+8;,345,390
null,890,8122,+8;,341,390
null,890,8124,+8;,341,390
null,891,8123,+8;,341,390
null,891,8122,+8;,344,390
null,891,8124,+8;,341,390
null,892,8123,+8;,339,390
null,892,8122,+8;,338,390
null,892,8124,+8;,339,390
null,893,8123,+8;,335,390
null,893,8122,+8;,335,390
null,893,8124,+8;,339,390
null,894,8123,+8;,338,390
null,894,8122,+8;,334,390
null,894,8124,+8;,335,390
null,895,8123,+8;,334,390
null,895,8122,+8;,337,390
null,895,8124,+8;,334,390
null,896,8123,+8;,334,390
null,896,8122,+8;,334,390
null,896,8124,+8;,331,390
null,897,8123,+8;,335,390
null,897,8122,+8;,337,390
null,897,8124,+8;,338,390
null,898,8123,+8;,337,390
null,898,8122,+8;,334,390
null,898,8124,+8;,336,390
null,899,8123,+8;,333,390
null,899,8122,+8;,333,390
null,899,8124,+8;,339,390
null,900,8123,+8;,339,390
null,900,8122,+8;,333,390
null,900,8124,+8;,342,390
null,901,8123,+8;,345,390
null,901,8122,+8;,341,390
null,901,8124,+8;,346,390
null,902,8123,+8;,349,390
null,902,8122,+8;,348,390
null,902,8124,+8;,353,390
null,903,8123,+8;,353,390
null,903,8122,+8;,349,390
null,903,8124,+8;,351,390
null,904,8123,+8;,347,390
null,904,8122,+8;,348,390
null,904,8124,+8;,348,390
null,905,8123,+8;,346,390
null,905,8122,+8;,346,390
null,905,8124,+8;,346,390
null,906,8123,+8;,347,390
null,906,8122,+8;,347,390
null,906,8124,+8;,351,390
null,907,8123,+8;,349,390
null,907,8122,+8;,345,390
null,907,8124,+8;,349,390
null,908,8123,+8;,356,390
null,908,8122,+8;,356,390
null,908,8124,+8;,358,390
null,909,8123,+8;,355,390
null,909,8122,+8;,353,390
null,909,8124,+8;,348,390
null,910,8123,+8;,347,390
null,910,8122,+8;,355,390
null,910,8124,+8;,343,390
null,911,8123,+8;,345,390
null,911,8122,+8;,347,390
null,911,8124,+8;,342,390
null,912,8123,+8;,339,390
null,912,8122,+8;,342,390
null,912,8124,+8;,339,390
null,913,8123,+8;,340,390
null,913,8122,+8;,340,390
null,913,8124,+8;,338,390
null,914,8123,+8;,341,390
null,914,8122,+8;,343,390
null,914,8124,+8;,342,390
null,915,8123,+8;,346,390
null,915,8122,+8;,345,390
null,915,8124,+8;,346,390
null,916,8123,+8;,345,390
null,916,8122,+8;,345,390
null,916,8124,+8;,350,390
null,917,8123,+8;,351,390
null,917,8122,+8;,347,390
null,917,8124,+8;,355,390
null,918,8123,+8;,356,390
null,918,8122,+8;,352,390
null,918,8124,+8;,357,390
null,919,8123,+8;,355,390
null,919,8122,+8;,352,390
null,919,8124,+8;,350,390
null,920,8123,+8;,351,390
null,920,8122,+8;,355,390
null,920,8124,+8;,355,390
null,921,8123,+8;,358,390
null,921,8122,+8;,354,390
null,921,8124,+8;,355,390
null,922,8123,+8;,349,390
null,922,8122,+8;,352,390
null,922,8124,+8;,351,390
null,923,8123,+8;,353,390
null,923,8122,+8;,351,390
null,923,8124,+8;,352,390
null,924,8123,+8;,348,390
null,924,8122,+8;,349,390
null,924,8124,+8;,354,390
null,925,8123,+8;,357,390
null,925,8122,+8;,353,390
null,925,8124,+8;,354,390
null,926,8123,+8;,355,390
null,926,8122,+8;,358,390
null,926,8124,+8;,351,390
null,927,8123,+8;,353,390
null,927,8122,+8;,357,390
null,927,8124,+8;,354,390
null,928,8123,+8;,356,390
null,928,8122,+8;,353,390
null,928,8124,+8;,351,390
null,929,8123,+8;,350,390
null,929,8122,+8;,354,390
null,929,8124,+8;,347,390
null,930,8123,+8;,348,390
null,930,8122,+8;,351,390
null,930,8124,+8;,352,390
null,931,8123,+8;,347,390
null,931,8122,+8;,342,390
null,931,8124,+8;,349,390
null,932,8123,+8;,347,390
null,932,8122,+8;,345,390
null,932,8124,+8;,350,390
null,933,8123,+8;,348,390
null,933,8122,+8;,345,390
null,933,8124,+8;,342,390
null,934,8123,+8;,344,390
null,934,8122,+8;,349,390
null,934,8124,+8;,349,390
null,935,8123,+8;,353,390
null,935,8122,+8;,346,390
null,935,8124,+8;,359,390
null,936,8123,+8;,360,390
null,936,8122,+8;,354,390
null,936,8124,+8;,359,390
null,937,8123,+8;,362,390
null,937,8122,+8;,363,390
null,937,8124,+8;,356,390
null,938,8123,+8;,354,390
null,938,8122,+8;,360,390
null,938,8124,+8;,351,390
null,939,8123,+8;,354,390
null,939,8122,+8;,357,390
null,939,8124,+8;,352,390
null,940,8123,+8;,346,390
null,940,8122,+8;,348,390
null,940,8124,+8;,341,390
null,941,8123,+8;,339,390
null,941,8122,+8;,343,390
null,941,8124,+8;,350,390
null,942,8123,+8;,352,390
null,942,8122,+8;,342,390
null,942,8124,+8;,349,390
null,943,8123,+8;,345,390
null,943,8122,+8;,348,390
null,943,8124,+8;,345,390
null,944,8123,+8;,347,390
null,944,8122,+8;,347,390
null,944,8124,+8;,344,390
null,945,8123,+8;,346,390
null,945,8122,+8;,349,390
null,945,8124,+8;,339,390
null,946,8123,+8;,338,390
null,946,8122,+8;,344,390
null,946,8124,+8;,343,390
null,947,8123,+8;,339,390
null,947,8122,+8;,334,390
null,947,8124,+8;,336,390
null,948,8123,+8;,331,390
null,948,8122,+8;,334,390
null,948,8124,+8;,328,390
null,949,8123,+8;,329,390
null,949,8122,+8;,333,390
null,949,8124,+8;,330,390
null,950,8123,+8;,331,390
null,950,8122,+8;,330,390
null,950,8124,+8;,336,390
null,951,8123,+8;,339,390
null,951,8122,+8;,334,390
null,951,8124,+8;,336,390
null,952,8123,+8;,341,390
null,952,8122,+8;,345,390
null,952,8124,+8;,337,390
null,953,8123,+8;,339,390
null,953,8122,+8;,343,390
null,953,8124,+8;,339,390
null,954,8123,+8;,339,390
null,954,8122,+8;,339,390
null,954,8124,+8;,341,390
null,955,8123,+8;,343,390
null,955,8122,+8;,340,390
null,955,8124,+8;,345,390
null,956,8123,+8;,342,390
null,956,8122,+8;,339,390
null,956,8124,+8;,342,390
null,957,8123,+8;,344,390
null,957,8122,+8;,344,390
null,957,8124,+8;,340,390
null,958,8123,+8;,342,390
null,958,8122,+8;,346,390
null,958,8124,+8;,338,390
null,959,8123,+8;,341,390
null,959,8122,+8;,343,390
null,959,8124,+8;,342,390
null,960,8123,+8;,343,390
null,960,8122,+8;,342,390
null,960,8124,+8;,346,390
null,961,8123,+8;,349,390
null,961,8122,+8;,348,390
null,961,8124,+8;,346,390
null,962,8123,+8;,347,390
null,962,8122,+8;,350,390
null,962,8124,+8;,348,390
null,963,8123,+8;,350,390
null,963,8122,+8;,349,390
null,963,8124,+8;,347,390
null,964,8123,+8;,348,390
null,964,8122,+8;,351,390
null,964,8124,+8;,350,390
null,965,8123,+8;,350,390
null,965,8122,+8;,348,390
null,965,8124,+8;,356,390
null,966,8123,+8;,356,390
null,966,8122,+8;,350,390
null,966,8124,+8;,356,390
null,967,8123,+8;,358,390
null,967,8122,+8;,358,390
null,967,8124,+8;,357,390
null,968,8123,+8;,361,390
null,968,8122,+8;,362,390
null,968,8124,+8;,362,390
null,969,8123,+8;,358,390
null,969,8122,+8;,357,390
null,969,8124,+8;,356,390
null,970,8123,+8;,351,390
null,970,8122,+8;,353,390
null,970,8124,+8;,350,390
null,971,8123,+8;,354,390
null,971,8122,+8;,355,390
null,971,8124,+8;,354,390
null,972,8123,+8;,355,390
null,972,8122,+8;,355,390
null,972,8124,+8;,356,390
null,973,8123,+8;,357,390
null,973,8122,+8;,356,390
null,973,8124,+8;,355,390
null,974,8123,+8;,357,390
null,974,8122,+8;,359,390
null,974,8124,+8;,356,390
null,975,8123,+8;,349,390
null,975,8122,+8;,347,390
null,975,8124,+8;,354,390
null,976,8123,+8;,357,390
null,976,8122,+8;,352,390
null,976,8124,+8;,351,390
null,977,8123,+8;,350,390
null,977,8122,+8;,356,390
null,977,8124,+8;,352,390
null,978,8123,+8;,350,390
null,978,8122,+8;,350,390
null,978,8124,+8;,352,390
null,979,8123,+8;,355,390
null,979,8122,+8;,354,390
null,979,8124,+8;,357,390
null,980,8123,+8;,353,390
null,980,8122,+8;,351,390
null,980,8124,+8;,355,390
null,981,8123,+8;,352,390
null,981,8122,+8;,350,390
null,981,8124,+8;,356,390
null,982,8123,+8;,352,390
null,982,8122,+8;,349,390
null,982,8124,+8;,342,390
null,983,8123,+8;,348,390
null,983,8122,+8;,358,390
null,983,8124,+8;,345,390
null,984,8123,+8;,342,390
null,984,8122,+8;,346,390
null,984,8124,+8;,343,390
null,985,8123,+8;,343,390
null,985,8122,+8;,342,390
null,985,8124,+8;,342,390
null,986,8123,+8;,348,390
null,986,8122,+8;,349,390
null,986,8124,+8;,342,390
null,987,8123,+8;,339,390
null,987,8122,+8;,345,390
null,987,8124,+8;,345,390
null,988,8123,+8;,348,390
null,988,8122,+8;,342,390
null,988,8124,+8;,348,390
null,989,8123,+8;,353,390
null,989,8122,+8;,352,390
null,989,8124,+8;,354,390
null,990,8123,+8;,357,390
null,990,8122,+8;,354,390
null,990,8124,+8;,360,390
null,991,8123,+8;,359,390
null,991,8122,+8;,356,390
null,991,8124,+8;,361,390
null,992,8123,+8;,365,390
null,992,8122,+8;,364,390
null,992,8124,+8;,356,390
null,993,8123,+8;,358,390
null,993,8122,+8;,367,390
null,993,8124,+8;,358,390
null,994,8123,+8;,361,390
null,994,8122,+8;,361,390
null,994,8124,+8;,356,390
null,995,8123,+8;,355,390
null,995,8122,+8;,360,390
null,995,8124,+8;,356,390
null,996,8123,+8;,362,390
null,996,8122,+8;,361,390
null,996,8124,+8;,364,390
null,997,8123,+8;,362,390
null,997,8122,+8;,358,390
null,997,8124,+8;,362,390
null,998,8123,+8;,361,390
null,998,8122,+8;,359,390
null,998,8124,+8;,353,390
null,999,8123,+8;,354,390
null,999,8122,+8;,362,390
null,999,8124,+8;,354,390
null,1000,8123,+8;,355,390
null,1000,8122,+8;,356,390
null,0,8123,+9;,365,390
null,0,8122,+9;,366,390
null,0,8124,+9;,361,390
null,1,8123,+9;,362,390
null,1,8122,+9;,365,390
null,1,8124,+9;,359,390
null,2,8123,+9;,360,390
null,2,8122,+9;,364,390
null,2,8124,+9;,360,390
null,3,8123,+9;,355,390
null,3,8122,+9;,355,390
null,3,8124,+9;,351,390
null,4,8123,+9;,351,390
null,4,8122,+9;,356,390
null,4,8124,+9;,345,390
null,5,8123,+9;,345,390
null,5,8122,+9;,351,390
null,5,8124,+9;,345,390
null,6,8123,+9;,348,390
null,6,8122,+9;,348,390
null,6,8124,+9;,352,390
null,7,8123,+9;,353,390
null,7,8122,+9;,347,390
null,7,8124,+9;,354,390
null,8,8123,+9;,347,390
null,8,8122,+9;,348,390
null,8,8124,+9;,346,390
null,9,8123,+9;,355,390
null,9,8122,+9;,356,390
null,9,8124,+9;,358,390
null,10,8123,+9;,354,390
null,10,8122,+9;,352,390
null,10,8124,+9;,357,390
null,11,8123,+9;,360,390
null,11,8122,+9;,358,390
null,11,8124,+9;,359,390
null,12,8123,+9;,359,390
null,12,8122,+9;,360,390
null,12,8124,+9;,356,390
null,13,8123,+9;,350,390
null,13,8122,+9;,354,390
null,13,8124,+9;,355,390
null,14,8123,+9;,354,390
null,14,8122,+9;,349,390
null,14,8124,+9;,357,390
null,15,8123,+9;,355,390
null,15,8122,+9;,352,390
null,15,8124,+9;,353,390
null,16,8123,+9;,353,390
null,16,8122,+9;,355,390
null,16,8124,+9;,353,390
null,17,8123,+9;,355,390
null,17,8122,+9;,355,390
null,17,8124,+9;,355,390
null,18,8123,+9;,352,390
null,18,8122,+9;,352,390
null,18,8124,+9;,356,390
null,19,8123,+9;,358,390
null,19,8122,+9;,354,390
null,19,8124,+9;,361,390
null,20,8123,+9;,365,390
null,20,8122,+9;,362,390
null,20,8124,+9;,360,390
null,21,8123,+9;,352,390
null,21,8122,+9;,356,390
null,21,8124,+9;,345,390
null,22,8123,+9;,345,390
null,22,8122,+9;,352,390
null,22,8124,+9;,345,390
null,23,8123,+9;,353,390
null,23,8122,+9;,352,390
null,23,8124,+9;,351,390
null,24,8123,+9;,352,390
null,24,8122,+9;,354,390
null,24,8124,+9;,360,390
null,25,8123,+9;,355,390
null,25,8122,+9;,349,390
null,25,8124,+9;,355,390
null,26,8123,+9;,353,390
null,26,8122,+9;,355,390
null,26,8124,+9;,353,390
null,27,8123,+9;,352,390
null,27,8122,+9;,352,390
null,27,8124,+9;,351,390
null,28,8123,+9;,355,390
null,28,8122,+9;,356,390
null,28,8124,+9;,347,390
null,29,8123,+9;,347,390
null,29,8122,+9;,355,390
null,29,8124,+9;,345,390
null,30,8123,+9;,352,390
null,30,8122,+9;,354,390
null,30,8124,+9;,349,390
null,31,8123,+9;,351,390
null,31,8122,+9;,354,390
null,31,8124,+9;,352,390
null,32,8123,+9;,354,390
null,32,8122,+9;,353,390
null,32,8124,+9;,348,390
null,33,8123,+9;,342,390
null,33,8122,+9;,350,390
null,33,8124,+9;,343,390
null,34,8123,+9;,344,390
null,34,8122,+9;,342,390
null,34,8124,+9;,348,390
null,35,8123,+9;,355,390
null,35,8122,+9;,351,390
null,35,8124,+9;,354,390
null,36,8123,+9;,352,390
null,36,8122,+9;,353,390
null,36,8124,+9;,355,390
null,37,8123,+9;,353,390
null,37,8122,+9;,350,390
null,37,8124,+9;,350,390
null,38,8123,+9;,349,390
null,38,8122,+9;,353,390
null,38,8124,+9;,352,390
null,39,8123,+9;,356,390
null,39,8122,+9;,353,390
null,39,8124,+9;,353,390
null,40,8123,+9;,350,390
null,40,8122,+9;,354,390
null,40,8124,+9;,347,390
null,41,8123,+9;,346,390
null,41,8122,+9;,348,390
null,41,8124,+9;,348,390
null,42,8123,+9;,346,390
null,42,8122,+9;,344,390
null,42,8124,+9;,349,390
null,43,8123,+9;,348,390
null,43,8122,+9;,345,390
null,43,8124,+9;,346,390
null,44,8123,+9;,345,390
null,44,8122,+9;,347,390
null,44,8124,+9;,340,390
null,45,8123,+9;,340,390
null,45,8122,+9;,345,390
null,45,8124,+9;,334,390
null,46,8123,+9;,332,390
null,46,8122,+9;,338,390
null,46,8124,+9;,329,390
null,47,8123,+9;,333,390
null,47,8122,+9;,336,390
null,47,8124,+9;,336,390
null,48,8123,+9;,337,390
null,48,8122,+9;,334,390
null,48,8124,+9;,337,390
null,49,8123,+9;,333,390
null,49,8122,+9;,333,390
null,49,8124,+9;,334,390
null,50,8123,+9;,332,390
null,50,8122,+9;,331,390
null,50,8124,+9;,336,390
null,51,8123,+9;,345,390
null,51,8122,+9;,341,390
null,51,8124,+9;,347,390
null,52,8123,+9;,344,390
null,52,8122,+9;,342,390
null,52,8124,+9;,351,390
null,53,8123,+9;,351,390
null,53,8122,+9;,344,390
null,53,8124,+9;,355,390
null,54,8123,+9;,353,390
null,54,8122,+9;,350,390
null,54,8124,+9;,347,390
null,55,8123,+9;,345,390
